,filename,xmin,ymin,xmax,ymax,width,height,classes
22167,b6b3d701b3e0a0afdb43303312d53b80_608573849805063655_173893648.jpg,500,186,561,307,640,640,Outerwear
23147,c962f564e03a162ca92e803d7971f27c_549844337015964187_48731583.jpg,171,57,301,318,612,612,Shirt
14262,d0651fbcbe04ca156435d4d456458a0a_507253838550348133_185239043.jpg,269,10,429,331,612,612,Shirt
8693,1d6eeacbd026f303d304c274e262c569_899979547774796001_1087428823.jpg,252,223,370,458,640,640,Outerwear
18215,69a0d432563a40fb4536cf69367d399b_843685190144188898_3679951.jpg,185,80,323,355,640,640,Shirt
14440,902812fec0e1120095bedce80145ac21_1019185619563581116_836414482.jpg,23,161,83,280,640,640,Tank top
16517,75471404a1e1785ca3d8ee5ce1d2f818_735159809304832288_241599233.jpg,257,49,396,328,640,640,Dress
8182,ea61366c3be106fb20cfc29c7eac2671_611594767210206342_12000852.jpg,281,148,426,438,640,640,Dress
8564,0e73665cd41761191f9b8faa7a7da07f_1114808627307295820_30503148.jpg,242,46,451,465,640,640,T-shirt
19439,8f55004a13697728c6ef537f9c8f88a1_804740169997520759_624743106.jpg,304,259,455,559,640,640,T-shirt
11705,91034f781437621e97c5e158d21ff531_971892320387573553_264782152.jpg,276,161,394,396,640,640,Outerwear
19010,c545a495424d399a2f0fe009489f368a_823253300679526310_296122800.jpg,155,110,293,385,640,640,T-shirt
19076,e9b7d19ea0317b8e145afbb7cc6c98ff_642722353893985621_10730882.jpg,529,303,594,433,640,640,Shirt
19628,3d0ee6fca247f2a5f05e4c626da817ff_766904611737046645_49393202.jpg,236,118,324,293,640,640,Tank top
5610,885e3249334330b4f92f0a8a0a50d5f7_1061839637410392856_21574521.jpg,203,91,291,266,640,640,Suit
21241,abe63bd78dc4738721801d07fd2bc1ed_793715340889585006_23880028.jpg,371,156,466,346,640,640,T-shirt
24078,eb85b1a41d41088e33b5ef686b09dde9_772235694183460952_566212987.jpg,426,134,568,419,640,640,Shirt
21770,07a1a02d6e60c25fe18faf7ed248e36b_831454486844603119_512929541.jpg,189,410,298,630,640,640,Dress
22224,17db6e72f6fefa5ae8cbba99cc071397_839484452840577193_881580421.jpg,156,305,218,430,640,640,Shirt
15159,a33819200343e8bdfd73059082c0764f_931062492272393530_317016406.jpg,299,173,389,352,640,640,Outerwear
12520,9bd550ab4dc93be3fad89767303bfb0e_884598555061311823_419249149.jpg,66,90,324,605,640,640,Outerwear
8557,fc3efd3625f0c3285e29c719b2ac1a5d_529411805885177831_54588014.jpg,89,126,209,367,612,612,T-shirt
12179,40b07d9a4c5cfd673d9075bdda5cd5d1_1003656806604164016_54310721.jpg,54,12,192,287,640,640,Outerwear
25325,12e23e55a1005d6ff6a2915072edfaf9_946786387599475990_1371565688.jpg,391,99,573,464,640,640,Shirt
21661,afc67a2354adbd5ca442f88867bbb1d2_1104180929075180269_310699699.jpg,422,208,484,333,640,640,T-shirt
6656,fd9a3b35cc39df8e6b77f717a95e326c_1026311520193576022_1383220478.jpg,292,316,354,441,640,640,T-shirt
8423,0551e41e177f24c438488e303b5710b8_1140650880192109932_1091706430.jpg,534,188,616,353,640,640,Shirt
8962,93a36093c42c015fa47448a6640519a7_839580305801421927_218058400.jpg,235,94,444,513,640,640,T-shirt
19031,05f898154a07768d316f72af8484fd55_573968959696005727_54529601.jpg,216,179,284,314,640,640,Shirt
15340,624073a616ad127c79575b8dbf5cea51_788791495114624431_1652562.jpg,133,92,251,327,640,640,T-shirt
2317,a31a713b3f3f7d1f7235d3c0d8274c80_1092623913723191297_2228971111.jpg,210,37,360,338,640,640,T-shirt
11473,a35c779ae90c4e98818c1922255c8ea7_712369311472398213_224523306.jpg,113,47,295,412,640,640,Suit
21043,43fc70b000df7b61fe6c81423db8d147_734656302034006646_55963915.jpg,333,6,461,261,640,640,Outerwear
2877,ffec76c89f2cdf9b8565047badb57834_638847741518984143_11539907.jpg,224,239,316,424,640,640,Suit
26322,0eca9753ccc744913a779d44764dee10_744908411223474295_319232879.jpg,344,22,462,257,640,640,Dress
21396,206d541eead91accfa6b7d7bda3252e3_746536259728853718_296491425.jpg,312,81,430,316,640,640,T-shirt
6314,13d4cc8627f2e3148e1cd63856188592_816325212387508599_1507180863.jpg,202,52,367,382,640,640,Shirt
17842,9951c3ef07a31687db020f2b395413f6_904024797895953388_1332048809.jpg,253,31,368,261,640,640,Shirt
25465,487af8d433c84ba49a4b1a6b710a8ce9_662860769744722316_228742885.jpg,21,249,82,368,640,640,T-shirt
16733,c332e7425e798ef4755a4252179bce27_838990430405453360_553769408.jpg,326,254,388,379,640,640,Outerwear
11939,7529f70af684ebbb20bf419f80fcac4b_691746172475030714_217831806.jpg,320,292,382,417,640,640,Suit
15314,b10d215e9a0f58cfde8e7c8b0da7a1c8_1093078487651093921_31726058.jpg,216,56,398,421,640,640,T-shirt
9594,2f7f06a716b34f47c566a375fc093630_907284430283279160_13804545.jpg,181,71,379,466,640,640,Outerwear
4661,721537fd52083864846fdd56e4bc4db1_561984261291932052_595462717.jpg,311,10,479,345,640,640,Dress
17979,14b8c22789fddffb6d09ea49855b3edb_978102239824474170_415049123.jpg,276,125,484,540,640,640,Outerwear
10373,292f7d152b0ff6aedd28a34fafc23700_1016533500196668709_477415112.jpg,123,346,241,581,640,640,Shirt
22440,79e41b289cb04249e57e6eadc95e2976_879060779281898311_9021237.jpg,261,259,340,418,640,640,Tank top
22829,2d7240b57a3639dd15db7400f3f7892e_1086396036290766763_1972145056.jpg,435,244,520,414,640,640,Shirt
26454,68fc1ea3389e8287b25c2675a0667a67_852678529874004215_569088969.jpg,221,139,316,329,640,640,Outerwear
13454,a085f8fcf13da2a1e664fd407e9d2c98_1074997654403785075_244696895.jpg,248,235,416,570,640,640,Outerwear
8306,e4cda10e63a9e88f4dc334f0ed738f32_834863266346174371_1332501408.jpg,285,293,346,413,640,640,Outerwear
7728,b46a6e524908bdd24f4a8a6efc4552ae_694212925000134618_7756930.jpg,265,15,380,245,640,640,Outerwear
2319,c334317b17e54a876c06551ae5d848e5_989113472344853039_347732753.jpg,278,166,350,311,640,640,Dress
11804,df1291ddf7fa001105ca96d74f994806_842682011651580274_229336703.jpg,248,159,366,394,640,640,T-shirt
24953,78f4b2a6dfdc724d56f3647dbadd0b7f_781198162609766477_373805703.jpg,204,56,309,266,640,640,Shirt
508,06be2e46b3259e4e3b11a279a9a33073_588142344742953622_20729407.jpg,397,203,548,503,640,640,Dress
6126,c52d497ff8a9476c457faa6a7a63b20c_518563705064223297_28939315.jpg,255,73,357,278,612,612,Shirt
18019,6a474a33c80f05506d4ce7769954b150_1085138375356818258_18649711.jpg,257,336,387,597,640,640,Tank top
10043,47ac4c031d254536b1c919affe469c01_1146196371343078740_191624028.jpg,428,323,488,442,640,640,Shirt
16217,c12ea65e71568faae60101332e932427_681242058502338231_214486436.jpg,113,68,215,273,640,640,Shirt
22513,478999bcecd329b9045c729f62ffb487_845149591277390437_1421832545.jpg,73,82,143,221,640,640,T-shirt
12340,63290a3d9a827c087b0d31d020de2a77_1073013921255898825_1546870110.jpg,265,216,343,371,640,640,T-shirt
7007,5848e03403241fda6ec9f28177ca0509_713889813200600120_470726502.jpg,133,106,265,371,640,640,T-shirt
19006,372c1afd22bfed743c893aa0511da29d_564011637136067048_283652977.jpg,82,244,177,434,640,640,T-shirt
10369,b539a19fa570e90940817b5caa63b0d6_643394560554829565_485064736.jpg,464,44,573,265,640,640,Outerwear
7745,e1196c10a790c43c82f522497ce46bfa_635794692551110384_3136434.jpg,307,127,489,492,640,640,Tank top
11312,eef4f9b667a888342b5399f4ddb85557_663501170509912190_980444901.jpg,262,70,414,375,640,640,Dress
6109,cf797f0dc59fcd586ee5eecb368d7b7d_1077822922713701687_1767022022.jpg,92,63,254,388,640,640,Outerwear
2611,924ddc0e6d6ba864681062852ec58b32_790177569688399271_256064234.jpg,307,77,552,567,640,640,Shirt
14784,50cabe124aab2a91a77b07cd2b1b9d87_877317756655849227_361411874.jpg,178,129,343,459,640,640,Shirt
25737,dfd2bf78836e138ad4c285ec5a392a5a_795717142498251154_1428644867.jpg,189,418,250,539,640,640,Shirt
20186,4bb491d25c79c0b94528d0d52ac5221d_707735649867661287_1280118966.jpg,139,64,248,285,640,640,Shirt
6046,b229e35d16b5caf427fb300a6c2b3498_698009328711085037_35413817.jpg,279,20,374,210,640,640,Dress
17522,01625ada281f5c7e779e63819d528a31_588458772053867107_11353821.jpg,370,77,488,312,640,640,T-shirt
9332,9b76283b8224b1f8da0cfa2847968ff1_1116441851407628825_1652990509.jpg,249,163,338,344,640,640,Outerwear
9516,bccd8a98732799680955d694102d2859_1086253356648336457_498886634.jpg,280,145,382,350,640,640,Outerwear
26720,822283c24b185188c897bb32669d15dd_850886408935210340_1399634766.jpg,132,0,422,579,640,640,T-shirt
24082,41ffdd73340bd175f43cc3f8a9d7ae38_512177343109039705_283715288.jpg,272,193,370,388,612,612,Shirt
21584,064c98b406e7d070a324f59f00ae724d_933300236898712021_1452182221.jpg,132,136,193,255,640,640,Dress
11380,7dc154719d517f84e5c062757b20d833_867392284418868764_716188296.jpg,192,96,297,306,640,640,Suit
19164,eee2676b7d713c37d4f6c85058c2a8a7_874303245753151147_32066434.jpg,258,102,430,447,640,640,Outerwear
24536,7859b1ba67885d895e02d5cd20217371_1063154942908601085_249154387.jpg,383,326,448,456,640,640,Tank top
8610,659abb80cccaba795f21b25520a1a4b9_690854205866373736_268989091.jpg,149,14,254,224,640,640,Dress
8863,3c66a4f139f5ca07b3d9a6e8b3e132a7_542597542962161492_257579248.jpg,338,244,433,434,612,612,Dress
9452,653067dd97f11d5d050b8710e8cd28b1_878810519073580947_262254216.jpg,463,80,568,290,640,640,Outerwear
17306,c3346137e7b53ed5e17683f1904b03c4_691156942488290801_855475976.jpg,50,70,248,465,640,640,T-shirt
13058,716ffc9a14403dd0d700511fe31d9b4d_1036473365362754479_1538551647.jpg,323,133,441,368,640,640,Shirt
12666,0b868316e34b3144ef110c9d214d062d_984540319993758285_220764543.jpg,259,298,324,428,640,640,Shirt
2280,e33726c8d5e45b7f8c394d409e9632f0_702316243193686515_663735761.jpg,194,285,269,435,640,640,T-shirt
19283,7a7fc428ecc439aa253dc92cc93fcffb_835082010123912595_6204176.jpg,94,201,166,346,640,640,Shirt
8225,9ebb76a81aa6c3c8f8227312007d4c1d_804018664530808819_42487338.jpg,380,223,445,353,640,640,Dress
3321,6eb86f67c018a388d722dc485c9c081c_644696553943780639_285408890.jpg,269,56,397,311,640,640,Outerwear
12751,786fae6b89703f832ba820077f17bb72_1091211893085514900_209820714.jpg,319,65,394,215,480,480,Tank top
18389,c2ae135ceb035b60bbd957ed7c5b646a_537317391595338227_177792941.jpg,247,130,322,280,612,612,Shirt
20372,90f95cfa99516589354a82f47bb88f03_701238185675300350_330171894.jpg,119,122,308,503,640,640,Dress
11858,beba55b32635822d2ce66b1b7cdce010_835645712464369266_374955276.jpg,352,97,583,558,640,640,Outerwear
25128,61aadbadaf6bbc5df32c3de4d9a7dd60_803682690866592340_648953821.jpg,134,83,266,348,640,640,Dress
4892,e1967d85a1bf286543ac387f840fcbc1_743503652580411263_582934272.jpg,168,266,306,541,640,640,Shirt
16477,dd58e02f3101b555b2bb35b6c8c27490_840486306854035593_546686879.jpg,155,119,263,334,640,640,Shirt
7121,c39b2af43031efac5886f256dcbfde80_692313908715201148_5070519.jpg,469,48,577,263,640,640,Dress
7964,1c72a462f3c8d8d846e22400d12cb3d8_1080465422883573250_1500746106.jpg,213,128,301,303,640,640,T-shirt
7703,976ebebced03ec3e0eed3c9af8049488_791415711071735532_692406538.jpg,486,133,554,268,640,640,Dress
21999,643a824cede45ea899382d4a03e5e349_662484476092234023_4753085.jpg,261,13,403,298,640,640,Outerwear
21024,d543f35c4361ae59b6109d1804f662dc_570801678648068697_29625241.jpg,282,2,551,543,640,640,Tank top
25401,c9535586b1a708e2b6b9562f8978dad2_802308012651078906_50235280.jpg,293,94,414,335,640,640,Shirt
9904,0cc5ce93f6be02959dbc6e6677eaa7c7_1151506849070747141_1452904770.jpg,272,154,347,304,640,640,Outerwear
4262,c6109f35c15df4fbed53a9e822a716cb_526043643189734821_295967890.jpg,247,13,356,234,612,612,T-shirt
25062,6e089b8a4b5f5173aeef9d955975ba00_628623029285433531_368563083.jpg,307,208,399,393,640,640,Shirt
26991,3f513ce9af3e6a0bb5abecf563be031e_558236547922920140_270436407.jpg,464,1,553,181,640,640,T-shirt
12099,4adb6a90560dfbdd92e7c4436fa33df0_1077650073725181093_1623796030.jpg,258,96,353,286,640,640,Dress
5367,e0ab29beef7d05a763f8cd7dcab851af_732358173498980294_986094268.jpg,279,56,387,271,640,640,Shirt
484,eed69a7b15996d5f62125d9a0746ae7b_669502147594049896_35713349.jpg,284,35,443,356,640,640,Shirt
12778,9febf1b1e0c10432dca3427063be3cf9_795724226760350404_1199688653.jpg,278,162,373,352,640,640,Tank top
22748,6687cab50ffa355658670359ebf8572a_812989595108130138_1253945142.jpg,231,67,413,432,640,640,Shirt
181,b9f49ff6a0c2bc4968bca516d8762eaa_784645539622037587_7504361.jpg,168,168,336,503,640,640,T-shirt
16713,ca3d4b889bbb7aaf2f458c6cc3800f98_839074951225751365_21538916.jpg,141,121,302,442,640,640,Sweater
25130,36879c3c2c89cf0c284fe48e7d4cfd16_793392786364954589_1424417300.jpg,87,29,185,224,640,640,Shirt
6626,a58f5cf34cacb726aca2d6598a8af743_896864565840860753_290441300.jpg,267,167,408,447,640,640,Outerwear
15482,408a5fbd13fd035b380a78747d502658_539510022377395604_25506108.jpg,278,153,390,378,612,612,Shirt
11221,59e6f8f795442cc4dadee2d294840012_977619316643390998_241211464.jpg,330,243,391,364,640,640,Dress
22490,a6fd0922b878d2d96c8d0cd2bda4c6da_606599597279203873_41073635.jpg,146,13,341,403,640,640,Outerwear
2928,4e3f72e9f7f9b07e8c0f9629732510fe_828815247676703940_1504098232.jpg,331,279,392,400,640,640,Suit
26878,95d4e37991622d213d1c9b6399a540a5_504991830334566438_390646083.jpg,240,33,358,268,612,612,Shirt
24922,ffb43958564138a1758a06ab281021a8_633223735605899988_37132219.jpg,318,23,393,173,640,640,Sweater
13475,84d5f93e5c31a1f87c318ead72271b26_610141017660318508_217235631.jpg,96,55,217,296,640,640,Dress
15506,b38557330d1be3b0373f4446a86b4bcb_504530527987496187_273030572.jpg,374,34,499,284,612,612,T-shirt
23169,6251a795c5a348bb487aa66772b00350_796929465859461423_317691555.jpg,220,3,328,218,640,640,Outerwear
8267,3f4a098ab3457ace80c7d1a9dce4d006_502132246530355063_27968450.jpg,395,183,456,304,612,612,T-shirt
8318,2fd50e2233dd8c7e223beb1147543c54_953268575699619736_225581938.jpg,293,154,415,399,640,640,Tank top
8095,af8698e8b989eda9ee8491b436252a4b_1004358959572171757_30319589.jpg,304,190,452,485,640,640,T-shirt
6317,f38a6002b003cb8800f47db98f14cda2_735672807568544630_40085611.jpg,306,115,437,376,640,640,Outerwear
1973,29ba6b4b1af0ba6f42a9260eda4328d2_757117469245688103_45767161.jpg,235,271,310,421,640,640,T-shirt
13226,1f047c9308f96e9658941b75f161efed_552152614314195057_233985013.jpg,391,135,491,334,612,612,Outerwear
1942,b4aa110d940a28d24d0f057bb661c517_755108248297209418_469833646.jpg,370,377,465,567,640,640,T-shirt
2189,2500949d1d1a2908b4d91a089d68cc75_518659141398239351_20115837.jpg,147,13,279,278,612,612,Outerwear
14353,b1cd4ef232889a389669debe532e034b_559651368529282285_22184080.jpg,158,75,290,340,640,640,T-shirt
13311,23669559d2746bfd6d1c78cd1c8fbfc4_498483805431365920_11735351.jpg,392,288,453,409,612,612,T-shirt
25961,d43ddad997abb7d42b256fde49134caf_1095050876103821465_4012433.jpg,80,190,145,320,640,640,Sweater
6781,c901915240de839247b2be4a2969f997_924526069247365732_1524976267.jpg,453,21,583,282,640,640,Dress
7535,779fc0991d2079a26015cf3c766b4b0e_812473295522471159_32181766.jpg,362,144,500,419,640,640,Tank top
11813,7ef00e3b6c3144aefae338f73aa1923e_1058462075938421913_772010526.jpg,298,272,368,412,640,640,T-shirt
26551,24d01a1c62ec8c0bf2cbf2af6233986a_589999987259005858_194720949.jpg,386,104,524,379,612,612,Dress
18780,fc7b5a3422405eaf0c479c53eba170f3_529035635561370167_9922595.jpg,204,161,294,341,612,612,Shirt
7684,6dfea4640a34b2d3258b0c862108f13b_510594137206377983_22191362.jpg,232,28,343,247,612,612,Tank top
22503,abe6509365503635192bfb022a1536fb_505913231043668854_327835457.jpg,277,131,338,252,612,612,T-shirt
15116,c2bcf6d55b8132bbc5d71a43b6f65b07_502785302413297946_194552161.jpg,163,188,275,413,612,612,T-shirt
6131,31c92376e8a23300199f4765cc5c8b4a_632934240406393404_975916715.jpg,69,1,187,236,640,640,Shirt
22356,c98431db802505f4ad889ef3ef1f0845_511901860225703465_479476878.jpg,219,123,294,273,612,612,T-shirt
1470,4eee832a75d4035dfc2f5a4c21df340c_513634852258523382_391347121.jpg,430,85,500,225,612,612,Dress
7827,3a870cc5055c926f7f29dadb8153d225_721259813622092719_539128427.jpg,297,0,432,269,640,640,T-shirt
8012,afb92660a1656f5847c35d20b3abfd30_853651542733389861_4551439.jpg,266,77,414,372,640,640,Outerwear
16726,d78d78bacf0b5c83ca539d5cc8fc5a2b_1083023895214656362_220730481.jpg,296,170,371,320,640,640,Shirt
23103,b9c51a5effb62f7e3d403066e3e878ae_600212669046725575_2598589.jpg,40,80,100,199,640,640,Outerwear
18095,31f603e774ceb329a913ea9d879f8af2_493578584380147003_20413584.jpg,268,341,360,526,612,612,Sweater
13574,1d6e4a60bcef33ae3e95bf661f52064e_886064208244984998_339882130.jpg,424,26,533,245,640,640,Outerwear
11428,f54781b5362f057e7b5afc96f8783a63_762936414116906019_1359082432.jpg,93,65,241,360,640,640,T-shirt
9862,961b71c5df76d12df81631c614fb675c_1002968179862376500_297308555.jpg,377,8,492,238,640,640,Sweater
621,f55e90cf9732921a15179ac3b64f7737_895150615763517857_1640360927.jpg,408,191,508,390,640,640,Outerwear
14622,59a9b15643f0515d3c125135a19868ba_1024505983478922501_357155382.jpg,310,147,432,392,640,640,Dress
24210,b846c057d0a8b3cf05c3afe5f230bb0b_692355897911520525_293057666.jpg,306,90,411,300,640,640,T-shirt
26016,9528a7f352120e396ee13f18a420249e_959132631006525732_333917125.jpg,192,418,290,613,640,640,Dress
4188,50df97c8df2c06ffa5b8c6a548e5c791_885203864120833861_255893692.jpg,308,144,496,519,640,640,Outerwear
16339,1754c26451dad2c17a6055aa086053bc_662648927141726311_382896249.jpg,320,161,429,381,640,640,Outerwear
17310,b79aa01f0c0c9fdd04e200b8b42286d7_578037417989958001_175007873.jpg,346,173,407,294,640,640,T-shirt
22555,5c1e6177e1de4b78b9c511b1fd607d40_553501593515054404_341321268.jpg,306,36,471,366,612,612,T-shirt
23067,80b795fcce881ab294c961dccd4c134b_848377544864709855_227116294.jpg,283,4,388,214,640,640,Suit
18426,eb4a2498d5b5d7e79380f69f53afe40e_845027086159583554_1377302053.jpg,121,257,236,487,640,640,T-shirt
3294,2746100ba7df2f5f46901c7904f211cd_521417243452244375_21263839.jpg,160,328,262,533,612,612,Shirt
9196,d365c4f0aeea4f745990d028179cef0b_527556138288282625_211809094.jpg,303,90,381,245,612,612,T-shirt
10715,f71705e068e4a112f8df08fad756d712_695735360489721251_244732754.jpg,293,302,368,452,640,640,Shirt
4153,db56a05be4348642df5dfa78d9e82d59_765357557882768935_1318029306.jpg,452,168,570,403,640,640,T-shirt
4045,349464fced2061cd88064702798f3ff0_779458656027219256_1420131732.jpg,30,104,155,354,640,640,T-shirt
5891,20abb98ac9b3376da1db4f0fcedc0c63_511145135247672104_27051743.jpg,243,379,304,500,612,612,Dress
6419,00dd586aa71bb48a910eb57c4b70ae8a_843016813748005371_487957153.jpg,471,11,576,221,640,640,Dress
25599,43f5cc39b86ef9febab1c524c0b26940_777563362053647659_33276082.jpg,105,168,180,318,640,640,T-shirt
23587,c4f6fcd906672134035ef805e47f860d_720970350239248658_18166627.jpg,193,72,354,391,640,640,Outerwear
18440,836f0de66b948a9394d6aa6c31aefa09_674504731851040614_895519936.jpg,82,96,300,531,640,640,Shirt
21545,93e72f8552302735120b9052b4f8bada_529450163155916930_1312965.jpg,96,98,228,363,612,612,Shirt
15186,c1a9ca6da7cd60c061ebf404c16f5efc_983573644588655303_39202343.jpg,128,223,223,413,640,640,T-shirt
18231,287e45bc2be5bd67eabe7bc40aca0dac_513807985500745684_24935506.jpg,180,10,308,265,612,612,Tank top
2939,23279f0c918cc755187f86768a9aaaf3_697561684710855515_1127466859.jpg,341,76,473,341,640,640,Shirt
24780,373418bc0707a934dec58923d5b3eedc_844908045528037327_1094336116.jpg,415,203,560,493,640,640,Outerwear
4726,68efa89ca572c079325d1e2249eed6ed_526950392685691318_235229639.jpg,163,44,353,425,612,612,Shirt
11564,716f44469495681a911d109ad803c413_1144657871273277019_2282746612.jpg,193,213,285,398,640,640,Shirt
9078,9d512d4eca9db5ff84a0ceb6715aadb2_691289169651402338_295852400.jpg,301,130,403,335,640,640,Outerwear
25981,beccf5994f23365a1f2e68e8c0624bdd_1077100631026083200_405027600.jpg,107,228,267,549,640,640,Shirt
16776,9cf3a92d4cbbe9299887f312e87d8a43_697923275810762291_1219412906.jpg,297,164,367,304,612,612,Sweater
59,58d0ac51262e9bf9d2e6f9ad2483fad5_732657869352220674_513027189.jpg,538,104,606,239,640,640,Shirt
20594,3b629c4efbf8f11ff8d9e2977318416e_844180636773338958_232222258.jpg,337,7,445,222,640,640,Dress
9930,2ab207bd0e2549fa37fb4aede77b648e_682148902979264372_1053680022.jpg,290,59,365,209,640,640,Shirt
20560,1233aa49fd65092397ba610b1a0258bc_563366032094797630_428795518.jpg,188,33,339,333,640,640,T-shirt
7444,efa469b29233c7ca3c3c8a63158730a7_929254625421138047_187121893.jpg,67,3,172,213,640,640,Outerwear
11826,f877a94c1c3a0f09695f9223e0850d2d_875177483998838891_276662799.jpg,176,39,448,584,640,640,T-shirt
19118,c4a7ed44a09ac52ff8ba44152f033449_653700962128606913_515805108.jpg,196,5,331,275,612,612,T-shirt
24809,f934cd0204348c91d47fbdf60e34535f_676569055778687338_383103441.jpg,348,106,488,385,640,640,Shirt
522,758688aae10b690e4e10aba23bbece90_793051034254665767_32405089.jpg,60,46,158,241,640,640,Dress
15717,58ecc082a96c2d3409417b25e7abf76d_708065860606007312_32115037.jpg,268,181,330,306,640,640,Shirt
2085,ccf7125b5646e213cd2d3629a2279703_760170710905649031_1334598068.jpg,170,95,372,500,640,640,Outerwear
23377,ab8e387948e31b11c4a88459914ef51a_790393351899355408_857564773.jpg,301,169,376,319,640,640,T-shirt
3180,b7bea1f11705e802f97f0188388fa26e_510564689694274623_260366388.jpg,293,197,428,467,612,612,T-shirt
11797,ae2919816584ca6c232383e62490d31d_810354686849091366_292788488.jpg,263,83,405,368,640,640,Dress
8661,099b41459a30b2c5fe92d9124ca734e2_1135864772621853457_350970087.jpg,185,132,276,311,640,640,Dress
5583,0b99c98644e26b604a894477f749e44c_692400758810042821_1244296367.jpg,262,11,437,361,640,640,T-shirt
12178,31610bd96e06186b0d9c3f3dd7f8623a_518182563177941985_1225369.jpg,315,167,385,307,612,612,T-shirt
2973,59b52d195cce0cc13bfbac1218133e79_600219591276416149_388939274.jpg,34,161,119,331,640,640,T-shirt
24297,58e2c1481aee16125fcdc3279b733690_1054973970040127731_880415.jpg,530,210,600,351,640,640,Dress
6844,c25d624fe7debedc4fd4f4365489c408_1031472052072867400_8410760.jpg,264,49,372,264,640,640,T-shirt
26308,0be850d112760d534326d0f11b0add12_897140182997560893_515424890.jpg,235,277,375,558,640,640,Outerwear
11350,ccec0bd6c6f9e3ea3f306f4767299a30_762562160835050224_523498725.jpg,40,110,161,351,640,640,Suit
15399,5ff44e6c66aa29aec2fe080b84cdce4c_865990456553616217_1301289203.jpg,97,122,192,312,640,640,Outerwear
1685,9cd06415fd9cb901783a3eb421cccdef_754455803153825967_290083535.jpg,127,139,229,344,640,640,T-shirt
4564,1896d626050f5fc0f5f4a4d4e9bb42ce_555522331495876335_286186776.jpg,251,9,386,279,640,640,Dress
2362,16a9b7d7bec60ad9bdb733c4153121bf_844419594132620843_360517528.jpg,287,199,348,318,640,640,Outerwear
7661,103492b4dc893de279ba4d7cf4fcaadb_670024987777546715_492121901.jpg,566,300,626,419,640,640,Shirt
7549,fb856ac5bb7c815f0fe63f0346feb292_904388204919148328_14229242.jpg,251,1,402,300,640,640,Outerwear
21818,ab29cf1ddcc7d0228ad93a3e9beba458_897889351172097526_1039838584.jpg,117,11,225,226,640,640,Dress
3080,dd1843ccb2a45253ecbed5c3d569ac66_709411196217247193_49043504.jpg,335,119,557,564,640,640,Tank top
9996,e53c02f598752b65d53d1a4d595ed4c0_885879685526935746_1494796109.jpg,374,320,475,519,640,640,Shirt
8420,95caff48589b6bb438192bf7afa89c9c_538988403330578686_1291213.jpg,100,67,268,402,612,612,T-shirt
132,e5d6fe02e91c67da23fc80fc9d483cfb_706518035229351633_40514134.jpg,258,162,333,312,640,640,T-shirt
21104,917b56659624ede3815c864978ec2fb5_902851189716149330_1544641144.jpg,184,101,403,540,640,640,Suit
18623,1628a5ac05f249ef689afbe51504d049_782364505129782102_254657209.jpg,254,162,356,367,640,640,Dress
4034,04a95a9fb6dded7784478149b9087a00_687644921400741752_207608154.jpg,175,79,275,278,640,640,Suit
9982,27abe274e5a720aa788abfadb66ec9e3_734710391735035315_1662536.jpg,504,93,606,298,640,640,Shirt
6505,51da47d06f4d20acbc02d3820a64eb95_1089912820432978206_185865847.jpg,151,116,259,331,640,640,T-shirt
6287,b14affaca92657a7416e19c773beb881_747744639929697847_826938472.jpg,317,80,486,421,612,612,T-shirt
21469,e6d38a17b97dcc634721672402fa8632_815754571325979244_1506244685.jpg,245,298,306,417,612,612,Shirt
18502,d424b0e6b70279bfca560807024b66ee_743428942210199555_227308003.jpg,148,30,243,220,640,640,Outerwear
9100,a4d88cc8424256bd5d269dbf3b9bc9ed_772635520287430042_241596332.jpg,63,97,228,427,640,640,Tank top
2464,82a3719e89c07d28dc8308c3632f2f8e_772434652343732871_305867465.jpg,28,192,90,317,640,640,Outerwear
10863,b760785814d4a595e62e11bce6650324_1101732315067669400_1489732901.jpg,46,136,121,286,640,640,Suit
12575,be2751f641d3872056b7ec3246680610_879050357008698911_258413010.jpg,201,96,372,437,640,640,Outerwear
7509,f4504c48dc92ee0eba788e2da254e9cf_774218036279838715_48327624.jpg,334,234,406,379,640,640,Shirt
1850,061c0b7968e762797e481af66fb88b5a_1132820954037899758_1386280787.jpg,201,123,296,313,640,640,Outerwear
6985,ccd19d46fb39865df28f51abcfd7d327_878513636175411555_1578196181.jpg,90,109,262,454,640,640,Outerwear
19657,146210cc294e42b79c4bf2c6c27008e9_947337584668530739_1773880725.jpg,235,186,303,321,640,640,Suit
26204,ac941df32c75604fd655243e2dca67cd_599898556789386697_27703290.jpg,121,46,239,281,640,640,Shirt
26839,4bebc0ae057bf9d808f25b783f18806b_532962384347876580_10813282.jpg,142,53,330,428,612,612,Dress
11652,9d92e6a239d7bee66705278b2f2b1a11_843572998406366743_5182008.jpg,235,157,297,282,640,640,Shirt
24875,7ef2a621e90110d567637672a1179b44_1097041202525892257_1732720378.jpg,138,87,333,477,640,640,Shirt
11863,596fa7d18eccac599b98658152fb8c2b_527182039469228526_215185479.jpg,279,119,370,298,612,612,Outerwear
24639,22cd05cd96ea4d82760f49c295073399_962936951179886057_208367862.jpg,203,21,314,240,640,640,Shirt
8023,2d422b9408ce8248095840693c347bff_792698439879282279_214745178.jpg,421,130,551,391,640,640,Outerwear
